title,text,label
"Bihar CM pulling hijab wrong, act appears to be unintentional: Ashok Koul",Addresses BJP convention in Pulwama; says PM Modi led government transforming Kashmir,0
Snapchat Introduces Quick Cut,"We’re introducing Quick Cut, our Lens-powered video creation tool that helps Snapchatters turn their favorite Memories into beat-synced, ready-to-share videos in seconds.",0
India v South Africa T20 abandoned because of 'excessive fog',"The fourth T20 between India and South Africa is abandoned on Wednesday because of ""excessive fog"" at the Ekana Stadium in Lucknow.",0
Sebi slashes brokerage fees for mutual funds by half,Sebi has cut brokerage costs that mutual funds can charge investors to 6 basis points from the current 12 basis points in the cash market.,0
Messi's Vantara visit blends sacred Indian traditions with wildlife encounters,"Lionel Messi thanked Anant Ambani, saying Vantara’s work for animals is admirable and deeply impressive. He noted that the care and rescue efforts stood out. He added that the visit was memorable and comfortable. He also said they would return to support and promote the initiative.",0
"Pakistan: Former PM Imran Khan's sisters, supporters booked under anti",Pakistan News: Pakistan police have registered a case under the Anti-Terrorism Act against former PM Imran Khan's sisters and dozens of supporters. The action follow,0
Bill to replace MGNREGA faces criticism; TDP flags increased burden on State,"Opposition and activists criticise the new Viksit Bharat Bill, arguing it undermines MGNREGA's principles and increases state financial burdens.",0
Ola Electric promoter Bhavish Aggarwal sells another 4.2 crore shares in open market,"Ola Electric founder Bhavish Aggarwal has sold shares worth Rs 142 crore. This follows a Rs 92 crore sale a day earlier. The transactions aim to repay a promoter loan. Despite assurances, the stock has hit fresh lows. Ola Electric faces slowing demand and financial losses. The company's market share has also declined.",0
‘Request Kejriwal with folded hands’: Delhi minister says AAP ‘burning waste’ to increase pollution,"Citing the case of Trilokpuri, Sirsa said he was informed by the local MLA that an AAP councillor lit fire to the waste in his ward and later recorded a video. | India News",0
Lok Sabha passes nuclear energy Bill allowing privatisation,"Lok Sabha passes the SHANTI Bill, sparking debate over liability clauses and private sector involvement in India's nuclear energy sector.",0
Putin signals no willingness to compromise on Ukraine despite Trump’s intensifying push for peace,Russian President Vladimir Putin gave a clear indication Wednesday that he will not compromise on his demands for Ukraine to cede territory despite US President Donald Trump’s intensifying push for peace.,0
U.S. Weighs New Oil Sanctions on Russia if Putin Rejects Peace Deal,"The United States is preparing a new set of sanctions targeting Russia's oil exports, including its shadow fleet, if Russian President Vladimir Putin rejects a U.S.-brokered peace agreement for Ukraine.",0
Satwik and Chirag save match point to stun Olympic silver medallists at World Tour Finals,"Badminton News: India's top men's doubles pair, Satwiksairaj Rankireddy and Chirag Shetty, staged a remarkable comeback to defeat Olympic silver medallists Liang Wei",0
"Pilot bodies complain to House panel on ‘corruption’ in DGCA, Ministry",Pilot bodies allege corruption in DGCA and Ministry during a panel meeting addressing IndiGo's operational issues and flight cancellations.,0
Google's New Gemini 3 Flash Rivals Frontier Models at a Fraction of the Cost,"Google's smaller, faster Gemini 3 Flash closes the gap with frontier models while keeping costs low for developers.",0
IND vs SA 4th T20I Highlights: India takes unassailable lead after play abandoned due to excessive fog,"IND vs SA 4th T20I Highlights: Catch all the highlights from the fourth T20I between India and South Africa at the Ekana Stadium in Lucknow on Wednesday, December 17.",0
"HIGHLIGHTS| Winter Session Day 13: Both houses adjourned, LS passes SHANTI Bill amid Opposition walkout","Union minister Jitendra Singh termed the nuclear bill a ""milestone legislation"" that will give a new direction to the country's developmental journey.",0
"Google announces Gemini 3 Flash, rolling out to Gemini app","Following last month's launch of Gemini 3 Pro, Google today announced Gemini 3 Flash for consumers and developers.",0
LG Sound Suite: The World's First Soundbar Audio System Powered by Dolby Atmos FlexConnect,"Debuting at CES 2026, LG's Modular LG Sound Suite With Dolby Atmos FlexConnect Makes Home Audio Simple and Flexible SEOUL, Dec. 18, 2025 — At CES® 2026, LG Electronics (LG) is transforming home e",0
"Lionel Messi performs Shiv Abhishek, chants mantra in Anant Ambani's Vantara","Lionel Messi performed Shiv Abhishek at Anant Ambani's Vantara on Tuesday, December 16. Apart from offering prayers, Messi, along with Luis Suarez and Rodrigo de Paul, meditated in front of the Shivling as well.",0
"IND vs SA Highlights, 4th T20I: Match Abandoned Due To Excessive Fog In Lucknow After 3-Hour Wait",India vs South Africa 4th T20I: A three-hour wait ended in disappointment for fans as the fourth T20I between India and SA was called off due to extreme fog in Lucknow on Wednesday.,0
"Govinda's wife Sunita Ahuja lauds Akshaye Khanna's performance in Dhurandhar, 'Ranveer Singh toh mera favourite hai, par ab Akshaye bhi'","After unsettling audiences with his powerful turn as Aurangzeb in Chhaava, the actor has once again commanded attention as the brooding and dangerous",0
Parliament clears Bill to allow 100% FDI in insurance sector,"Parliament passes a Bill allowing 100% FDI in insurance, sparking debate over its impact and data privacy concerns.",0
Where did it all go wrong?,"The OnePlus 15R should have been one of the best value flagship phones of the year. Instead, it's overpriced and disappointing.",0
KISS student murder: 7 KIMS doctor picked up by Infocity Police,Odisha: The doctors are being questioned over serious lapses in procedure. The local police were not informed when the injured student was brought for treatment.,0
"OnePlus 15R and OnePlus Pad Go 2 launched in India: Price, features and sale","OnePlus on Wednesday launched its new smartphone, the OnePlus 15R along with the new OnePlus Pad Go 2, in India. The Chinese smartphone also launched the ‘Ace’ variant of the OnePlus 15R",0
"OnePlus Pad Go 2 with Dimensity 7300 processor, 10,050mAh battery launched in India: Price, specs and more","The OnePlus Pad Go 2 tablet debuts in India with a 12.1-inch 2.8K display and 5G support. It features a powerful MediaTek chipset, 10,050 mAh battery, and stylus compatibility, along with seamless integration within the OnePlus ecosystem.",0
Sunjay Kapur's sister Mandhira Kapur claims Priya Sachdev receives salary of Rs 5 crore every month while his mother gets Rs 12 lakh after deductions,"A legal battle is brewing over the vast fortune of late tycoon Sunjay Kapur, involving his children from ex-wife Karisma Kapoor and his current wife P",0
US travel ban now covers 20 percent of world countries,"US News: The Trump administration is significantly expanding its 2025 US travel ban, adding 20 countries, primarily from Africa, to existing restrictions. This",0
"Big blow for Indian football: Mohun Bagan banned, fined by AFC","Football News: The Asian Football Confederation (AFC) has banned Mohun Bagan Super Giant from continental competitions for one season and fined them over USD 100,000",0
"OnePlus Pad Go 2 beats the OnePlus 15, 15R for software updates","The OnePlus Pad Go 2 is here with a 12.1-inch screen, Dimensity 7300, and five years of updates for $399.99. Read the full launch details.",0
Ice Maiden Leaks: What Susie Wiles revealed about Trumpworld and his inner circle,"US News: Susie Wiles, the Ice Maiden of Trump's administration, reveals the inner workings of Trumpworld in a candid interview, exploring personalities, decisions, and political maneuvers that define the former president's presidency.",0
"India vs South Africa live score: Toss delayed further, next inspection at 8:30","India (IND) vs South Africa (SA) LIVE Score 4th T20I: Toss has been delayed due to the presence of intense fog at the stadium premises. Conditions are only expected to get worse as the night approaches. Umpires will inspect the conditions at 8:30 pm. Meanwhile, Shubman Gill has been ruled out of the match due to foot injury.",0
"Why CSK and MS Dhoni wanted uncapped players like Prashant Veer, Kartik Sharma in the squad","After finishing last in the 2025 edition, CSK think tank including MS Dhoni, decided to blood youngsters",0
"'Good that Hema Malini did not attend Dharmendra's prayer meet organised by Sunny Deol, Bobby Deol and family and organised a separate one,' says Gaiety-Galaxy owner Manoj Desai: 'Before any controver","Veteran actor Dharmendra passed away at 89, leading to separate prayer meets organized by his wives. Theatre owner Manoj Desai praised Hema Malini's d",0
New Insurance Bill 2025: 'Sabka Bima Sabki Raksha Bill' cleared by Parliament; opens sector to 100% FDI,"India Business News: The Parliament on Wednesday approved the new insurance bill called \""Sabka Bima Sabki Raksha Bill after it got the Rajya Sabha nod. It was cleared in L",0
